,總計,新北市,臺北市,桃園市,臺中市,臺南市,高雄市,宜蘭縣,新竹縣,苗栗縣,彰化縣,南投縣,雲林縣,嘉義縣,屏東縣,臺東縣,花蓮縣,澎湖縣,基隆市,新竹市,嘉義市,金門縣,連江縣
2009-03,628.8773578564134,415.73551104508834,474.8236587376714,605.537125180668,800.2310510195812,592.951403602967,933.9181603220158,726.8261778923343,556.6913908964118,424.51181141687056,661.0910592003997,607.5654120346858,551.658154447692,456.17191477248883,637.9606975489414,677.0363917841418,811.7882199858158,478.8609494216424,457.86132460824564,761.0742440200432,1090.9701242027527,266.6233886673468,0.0
2009-04,637.4423828887724,404.38504217436923,464.3922648135786,600.2452910782371,788.7752675386445,619.6894720576626,991.1486275209296,702.9739704360392,653.2299250567122,478.01999835903587,665.9387564927124,617.1050997715959,502.09482814663386,452.8009757130702,624.6732347888673,689.7949153492302,818.0714625006597,509.2351923954211,522.2576968692838,777.4180890720031,1152.3930389625546,343.02963776070254,0.0
2009-05,681.0901275014767,442.09905825883146,523.0049595693098,671.1399151178464,768.864378562798,655.9025357651004,1027.0162325621202,820.2466381822641,666.1988119125045,485.16760578705066,714.0467552023679,668.2428413309138,531.092418379117,471.15198486469905,739.2028834572507,784.7195274436252,906.0733303619602,697.8514633733716,540.2721427965,882.2513092854499,1298.8529231487698,385.7762044160029,0.0
2009-06,659.489898824609,343.94148630520596,518.6277956981028,687.3278503008075,788.0355513567562,589.7482015348397,976.5004304691247,855.9769948056282,651.4709424218136,465.5883806265286,720.945917624689,692.631567060099,580.8606418510093,482.14774906401243,698.694901339071,797.1698316463496,900.5494231496937,569.1039774044643,599.4293843885949,974.3773043533611,1236.4546213859232,279.4201473103017,0.0
2009-07,687.1720219328254,393.7007874015748,579.6691373980274,694.4112845135617,783.6233741050686,605.1475967795901,993.3509399461403,1014.5945524077109,774.6452499265762,513.5575630267085,738.54962268422,636.3227323472213,608.4819619671116,443.72053275680094,668.2364560362705,723.2743663815187,985.4904134660226,704.1069401824373,573.7308456226651,1073.693530201605,1298.6681355721983,298.2403817476887,0.0
2009-08,634.8202342721912,376.1172054828609,479.59794917333465,637.4476110432723,738.6442475655722,609.836779293507,880.5443049587142,949.5914372001362,741.8966972805649,515.1744730157316,702.1096068567368,629.0717801036274,510.47370299560913,447.4681521391717,609.5619651461985,710.3189978044685,935.4811276213267,640.1376820719472,532.6485240232204,979.5659130604718,1091.0377995336635,405.4305782316652,0.0
2009-09,673.6854762498906,405.42219828925295,443.91695762778136,688.4192970316353,853.6090827654958,608.2231773578785,976.6256356283434,875.9700175410827,821.4068852761833,550.7069187680562,705.2836803456119,668.8585128731713,581.2288007174024,449.5737273499822,704.8070788919345,650.2034577044803,944.6277961129447,544.8163864005448,550.8705814516212,1097.7992783799411,1113.642670405585,370.007617803896,0.0
2009-10,705.4275449844271,380.2007977492113,454.72217088811914,723.1265805734171,918.8694145635674,686.4355115971332,1051.1036407688114,810.6731404913893,855.8198695463566,598.5943721439833,791.9382364396773,731.0148105861496,603.1838700885822,582.8964655277954,779.537149817296,740.4537431658703,926.9308615177026,469.96898204718485,563.6456290439644,950.2947131937456,934.7807829519354,356.36379343858664,0.0
2009-11,700.9347513176713,343.1631841719082,554.0901245801665,733.4727100096768,939.6069975095669,634.6172511367114,1010.3945375883735,873.2413288002791,819.5146434327077,585.8794156876781,806.1732449539879,749.6830799542655,662.7216970102812,577.2142834962381,621.8877294414565,722.9475604823093,938.5567929514384,469.0333743303246,532.8240187801161,1046.3560043800949,682.6561530317964,558.4972128841011,0.0
2009-12,745.9416122269718,418.7261997912565,513.1493563772423,763.6010434701751,957.9776011557952,714.5119510122075,1163.8872317781274,799.3501218521527,857.3408340869321,624.8397846705973,835.0686150585119,736.5906590508341,626.7337211795876,527.6457142022508,588.0087011692195,886.0329380594159,1085.1585504628054,509.3025673006964,589.7183000661823,1202.6618916535265,737.6004615480116,362.4617549545324,0.0
2010-01,786.827346944459,386.21593521272837,612.3973630077459,759.0763409591128,1360.5292523271612,771.0996542316627,993.5080940415137,937.4810555213953,841.013284098199,590.8040986144576,814.4817754940796,696.9625618083353,636.5125752745306,553.213476499382,916.8811533888902,949.2270886217309,774.134523467419,539.4918401859171,484.36630459426596,1036.455564698372,840.0967207007137,350.29987792580016,0.0
2010-02,643.1641166740784,318.4399690378369,418.0321166896924,545.583749376692,1078.024231466932,659.7104633706032,854.1749741528168,738.2534352599366,641.1158543259683,494.70945606873255,696.4578943959523,576.5915150601559,527.2517177196709,474.77484715902034,839.9541595867562,820.0486877074272,882.7057129534865,259.26617302387325,399.46703366089633,861.1634682327713,986.51398840298,201.113533882338,0.0
